user_id,status_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,quote_count,reply_count
1287100182820257792,1392853597189193731,2021-05-13T14:45:50Z,simplycocoaco,"Continue this fight. It’s a reason why you’re on this assignment sis. ✨✨
#SimplyCocoa #takecarethursday #selfcare #supportblackbusiness #supportsmallbusiness #sheabutter #cocoabutter #NaturalCosmetics #NaturalBeauty #BlackOwnedBusiness #BlackOwnedCosmetics #BlackOwnedSkincare https://t.co/i7sOcfkBUI",Twitter for iPhone,276,NA,NA,NA,FALSE,FALSE,2,2,NA,NA
1287100182820257792,1391468553212203013,2021-05-09T19:02:09Z,simplycocoaco,"Happy Mother’s Day to all the beautiful  women and men out there 💐💐
#SimplyCocoa #happymothersday #supportblackbusiness #supportsmallbusiness #NaturalCosmetics #NaturalBeauty #BlackOwnedBusiness #BlackOwnedCosmetics #BlackOwnedSkincare #blackownedskincarebrand https://t.co/vPSptRR9LR",Twitter for iPhone,260,NA,NA,NA,FALSE,FALSE,1,2,NA,NA
97801972,1392847274087260160,2021-05-13T14:20:42Z,Pr3tti_Brown_,I forgot my boo Tatiana grand opening Saturday! 😩😩😩 and I told her I would be there soooo I’ll be there.  #SupportBlackBusiness,Twitter for iPhone,127,NA,NA,NA,FALSE,FALSE,0,0,NA,NA
3396080763,1392847101281718273,2021-05-13T14:20:01Z,DjoserTrue,We gone be at The Oakland Marketplace ‼️ @STONERSCLUBTV #SupportBlackBusiness #Oakland https://t.co/s5cbJnMW56,Twitter for iPhone,86,NA,NA,NA,FALSE,FALSE,0,0,NA,NA
3396080763,1390677413785341959,2021-05-07T14:38:27Z,DjoserTrue,Started this crypto group and we dabble in that but we talk about investing in each other ♻️ #SupportBlackBusiness,Twitter for iPhone,114,NA,NA,NA,FALSE,FALSE,1,2,NA,NA
3396080763,1390658964581351424,2021-05-07T13:25:09Z,DjoserTrue,"@STONERSCLUBTV this week it was “Kush n Garlic Parm” 🧄 Our new Stoner Sauce 🚨 #SupportBlackBusiness #foodie #cannabisculture #infused #food #FridayMotivation #cooking #smallstreamer 
#wakenbake https://t.co/5fBXO6YUfv https://t.co/6lUZ2r8db7",Twitter for iPhone,217,NA,1102730019003158529,STONERSCLUBTV,FALSE,FALSE,1,1,NA,NA
1256338102475460609,1392844571718176772,2021-05-13T14:09:58Z,TweetWalker94,Get your custom polo shirts with Royale Crowns 🥰👑‼️💜💛 https://t.co/1P4acCJLaC #SupportBlackBusiness #supportsmallbusiness #royale #RoyaleCrownsIncorporatedLLC https://t.co/lsYqcl7i40,Twitter for iPhone,158,NA,NA,NA,TRUE,FALSE,0,0,NA,NA
1228164674379636737,1392843789807591424,2021-05-13T14:06:51Z,izzypolo1,LMAOOOOO them days are behind me #SupportBlackBusiness https://t.co/X0pojnvQlV,Twitter for iPhone,54,NA,NA,NA,TRUE,FALSE,1,0,NA,NA
1392839485264568326,1392842496330317826,2021-05-13T14:01:43Z,BarberHaych,"My first time on this Twitter ting. I opened a barbershop in Ealing, London, come visit to get a trim !
Book your appointment today at 07507 054 584 
#BlackOwnedBusiness #SupportBlackBusiness #barbershop #ukbarbers https://t.co/HGMDo2SBrb",Twitter for Android,214,NA,NA,NA,FALSE,FALSE,1,2,NA,NA
1148464442386112513,1392838864335736838,2021-05-13T13:47:17Z,FeinApparel4,"🚨 New Merch Alert 🚨 
Introducing Our “Fashion Fein Oval Stamp” Logo Tees 👕 &amp; Trucker Hats 🧢 . Tees Are Available For Purchase($28) In Sizes (S-3X) . Truckers Are Also Available For Purchase($32) &amp; Are Adjustable(OSFA) #ShopFashionFeinApparel™️ #LinkInBio #SupportBlackBusiness https://t.co/n1rcBGs9Fq",Twitter for iPhone,284,NA,NA,NA,FALSE,FALSE,3,2,NA,NA
1148464442386112513,1390663685518020612,2021-05-07T13:43:54Z,FeinApparel4,"🚨 FEIN FRIDAY 🚨 
New 3M “OE FEIN$” Utility Short Sets ⚡️🩳🖤 . Now Available For Purchase ($60) In Sizes (S-3X) . Also Free Shipping On All Orders When You Use Promo Code “Fein Friday” . TODAY ONLY 5/7 📌 #LinkInBio #ShopFashionFeinApparel™️ #FeinFriday #SupportBlackBusiness https://t.co/vcdq79p5AG",Twitter for iPhone,272,NA,NA,NA,FALSE,FALSE,6,3,NA,NA
345188455,1392838735268569088,2021-05-13T13:46:46Z,mnbeams_perfume,"“I am not a sample, don’t try me” —Chaotic Serenity Boutique Merchandise 
https://t.co/Dm9B8cYbeo
#SupportBlackBusiness #SmallBusinessOwner #BlackOwned #LetThemKnow https://t.co/96Kl4ovUkK",Twitter for iPhone,164,NA,NA,NA,FALSE,FALSE,0,0,NA,NA
763533120779976704,1390715214438486016,2021-05-07T17:08:40Z,eliottdavy,"Do you think we support each other enough in #business and #entrepreneurship?

#SupportBlackBusiness #blacktwitter #supportblackbussinesses #BlackLivesMatter",Twitter for iPhone,157,NA,NA,NA,FALSE,FALSE,0,0,NA,NA
763533120779976704,1392827525773021185,2021-05-13T13:02:14Z,eliottdavy,"Would you support a #Blackcartoon ?@bennyandbarney 👮🏾‍♂️👮🏽‍♂️🛸
 #BlackLivesMatter #blackbusiness #SupportBlackBusiness #BlackTwitter #blackbusiness #SupportBlackBusinesses",Twitter for iPhone,171,NA,NA,NA,FALSE,FALSE,1,1,NA,NA
763533120779976704,1392146629097140224,2021-05-11T15:56:35Z,eliottdavy,"#BennyandBarney 👮🏾‍♂️👮🏽‍♂️🛸now on Gofundme 

https://t.co/YyixYBI1Ah

#SupportBlackBusiness #GoFundMe #donate #SupportBlackBusiness #share #BlackOwnedBusinesses #BlackLivesMatter #BlackBusiness #SupportSmallBusinesses #BlackOwned #BlackTwitter #BlackTwitterMovement",Twitter for iPhone,265,NA,NA,NA,FALSE,FALSE,3,0,NA,NA
